REFSEQ,SYMBOL,GENENAME,ENTREZID,GOSLIM_IDS,Ecol-K-12MG1655-1G-CTRL-Rep1,Ecol-K-12MG1655-1G-CTRL-Rep2,Ecol-K-12MG1655-1G-CTRL-Rep3,Ecol-K-12MG1655-1G-CTRL-Rep4,Ecol-K-12MG1655-uG-Clinorotation-Rep1,Ecol-K-12MG1655-uG-Clinorotation-Rep2,Ecol-K-12MG1655-uG-Clinorotation-Rep3,Ecol-K-12MG1655-uG-Clinorotation-Rep4,All.mean,All.stdev,F.p.value,Group.Mean_(1G),Group.Mean_(uG),Group.Stdev_(1G),Group.Stdev_(uG),Log2fc_(1G)v(uG),Log2fc_(uG)v(1G),P.value_(1G)v(uG),P.value_(uG)v(1G),Adj.p.value_(1G)v(uG),Adj.p.value_(uG)v(1G)
NP_414996,acrA,multidrug efflux system,945112,"GO:0005215, GO:0005886, GO:0006810, GO:0009636, GO:0009987, GO:0016020, GO:0022857, GO:0044464, GO:0050896, GO:0051179",8.98199984,9.010204872,8.997141756,9.045117831,8.985157305,9.104571108,8.96734567,9.279257183,9.046349446,0.014510028,0.39865571,9.084082816,9.008616075,4.542041408,4.504308037,0.075466742,-0.075466742,0.39865571,0.39865571,0.998164659,0.998164659
NP_418642,tamB,"translocation and assembly module for autotransporter export, inner membrane subunit",948742,NA,8.931873485,9.090468311,9.145797063,8.61227305,9.372032854,8.875010416,8.832118625,8.346001541,8.900696918,0.085087077,0.676894278,8.856290859,8.945102978,4.42814543,4.472551489,-0.088812118,0.088812118,0.676894278,0.676894278,0.998164659,0.998164659
NP_416131,ydgA,DUF945 family protein,946172,,8.794287039,8.937504408,9.036021585,9.305767551,8.944656561,9.10012447,8.817875184,9.274678807,9.026364451,0.035891548,0.907904014,9.034333756,9.018395146,4.517166878,4.509197573,0.01593861,-0.01593861,0.907904014,0.907904014,0.998164659,0.998164659
NP_418802,yjjJ,putative protein kinase,944883,NA,8.372020737,8.404488187,8.598047014,8.448214893,8.366347187,8.035014809,8.374061204,8.190929766,8.348640475,0.019417579,0.057820169,8.241588242,8.455692708,4.120794121,4.227846354,-0.214104466,0.214104466,0.057820169,0.057820169,0.998164659,0.998164659
NP_415607,rpmF,50S ribosomal subunit protein L32,945657,NA,6.868940045,6.909780763,7.127587826,7.713451542,6.417774103,7.526196069,6.875410916,7.804381979,7.155440405,0.189030205,0.997473784,7.155940767,7.154940044,3.577970383,3.577470022,0.001000723,-0.001000723,0.997473784,0.997473784,0.998929078,0.998929078
NP_416132,uidC,putative outer membrane porin for beta-glucuronides porin protein,944820,,8.786354556,8.927455257,8.890490015,8.896062574,8.73186182,8.808299966,8.933652821,8.719829589,8.836750825,0.011865348,0.345474166,8.798411049,8.8750906,4.399205525,4.4375453,-0.076679551,0.076679551,0.345474166,0.345474166,0.998164659,0.998164659
NP_417606,kbaY,"tagatose 6-phosphate aldolase 1, kbaY subunit",947644,"GO:0003824, GO:0005975, GO:0008152, GO:0016829, GO:0044238",9.270270043,9.346819069,9.378974412,9.477216531,9.251940127,9.394288891,9.385345923,9.355605792,9.357557599,0.011263479,0.780735476,9.346795183,9.368320014,4.673397592,4.684160007,-0.021524831,0.021524831,0.780735476,0.780735476,0.998164659,0.998164659
NP_416844,fadI,"beta-ketoacyl-CoA thiolase, anaerobic, subunit",948823,"GO:0003824, GO:0006464, GO:0006473, GO:0008152, GO:0016407, GO:0016740, GO:0016746, GO:0019538, GO:0044238",8.909154695,9.092891998,9.012221734,9.052847035,8.926540586,9.331488701,8.93021948,9.207212941,9.057822146,0.023236557,0.465800535,9.098865427,9.016778866,4.549432713,4.508389433,0.082086561,-0.082086561,0.465800535,0.465800535,0.998164659,0.998164659
YP_026210,yrdD,"ssDNA-binding protein, function unknown",947782,NA,8.495877928,8.533931021,8.396773111,8.847476235,8.36566378,8.889355337,8.677515746,8.86680099,8.634174269,0.039567009,0.374847361,8.699833963,8.568514574,4.349916982,4.284257287,0.13131939,-0.13131939,0.374847361,0.374847361,0.998164659,0.998164659
NP_417721,accB,"acetyl CoA carboxylase, BCCP subunit",947758,"GO:0003824, GO:0005975, GO:0006732, GO:0008152, GO:0016407, GO:0016740, GO:0016746, GO:0044238",8.704897648,8.724309884,8.731512439,8.801994761,8.656697621,8.686707301,8.719554869,8.997118506,8.752849129,0.016186091,0.79282038,8.765019574,8.740678683,4.382509787,4.370339342,0.024340891,-0.024340891,0.79282038,0.79282038,0.998164659,0.998164659
NP_417767,rplE,50S ribosomal subunit protein L5,947800,"GO:0003735, GO:0005198, GO:0005622, GO:0005737, GO:0005829, GO:0005840, GO:0006412, GO:0006996, GO:0008152, GO:0009058, GO:0009987, GO:0016043, GO:0019538, GO:0030529, GO:0032991, GO:0043226, GO:0044085, GO:0044238, GO:0044464, GO:0071840",9.05044189,8.955027342,9.025857851,9.130535762,8.93319056,9.129010164,9.188303146,9.019202527,9.053946155,0.013440918,0.749767124,9.067426599,9.040465711,4.5337133,4.520232856,0.026960888,-0.026960888,0.749767124,0.749767124,0.998164659,0.998164659
NP_415335,ompX,outer membrane protein X,944967,NA,8.250430007,8.209499473,8.122009912,8.799984984,7.971511423,8.673342505,8.465981343,8.997559049,8.436289837,0.100576799,0.438881292,8.52709858,8.345481094,4.26354929,4.172740547,0.181617486,-0.181617486,0.438881292,0.438881292,0.998164659,0.998164659
NP_418805,serB,3-phosphoserine phosphatase,948913,"GO:0003824, GO:0005488, GO:0005622, GO:0005737, GO:0006520, GO:0006796, GO:0006807, GO:0008152, GO:0008652, GO:0009058, GO:0009987, GO:0016787, GO:0016788, GO:0016791, GO:0044238, GO:0044464",8.738542521,8.84376153,8.872715318,8.977069329,8.507336631,8.997206189,8.838071429,9.079889939,8.856824111,0.03191262,0.985279491,8.855626047,8.858022174,4.427813023,4.429011087,-0.002396128,0.002396128,0.985279491,0.985279491,0.998164659,0.998164659
NP_417534,ttdB,"L-tartrate dehydratase, beta subunit",947568,"GO:0003824, GO:0006091, GO:0016829, GO:0016836, GO:0008152",8.282024809,8.415137241,8.332638393,8.589963007,8.234381833,8.408352798,8.386898653,8.366152612,8.376943668,0.015505219,0.540634361,8.348946474,8.404940862,4.174473237,4.202470431,-0.055994388,0.055994388,0.540634361,0.540634361,0.998164659,0.998164659
NP_415498,cbdB,"cytochrome bd-II oxidase, subunit II",947547,"GO:0003824, GO:0006091, GO:0008152, GO:0009987, GO:0016491, GO:0022904, GO:0032991, GO:0043234",8.19328398,8.307007526,8.197028177,8.049892725,8.291747384,8.339049299,8.314053475,8.300902581,8.249120643,0.011234949,0.130671288,8.311438185,8.186803102,4.155719092,4.093401551,0.124635083,-0.124635083,0.130671288,0.130671288,0.998164659,0.998164659
NP_418667,pyrL,pyrBI operon leader peptide,948768,,8.741443808,8.725860419,8.761958788,7.990087732,8.815506695,8.305070658,8.571498464,8.175016125,8.510805336,0.081765191,0.673419926,8.466772985,8.554837687,4.233386493,4.277418843,-0.088064702,0.088064702,0.673419926,0.673419926,0.998164659,0.998164659
NP_415152,citA,sensory histidine kinase in two-component regulatory system with CitB,945233,NA,8.440442933,8.385213483,8.417537897,7.974734255,8.524863073,8.12531897,8.331459927,8.089237272,8.286100976,0.037244708,0.793698367,8.267719811,8.304482142,4.133859905,4.152241071,-0.036762332,0.036762332,0.793698367,0.793698367,0.998164659,0.998164659
NP_416163,sodC,"superoxide dismutase, Cu, Zn, periplasmic",945343,"GO:0003824, GO:0005488, GO:0005576, GO:0005615, GO:0005622, GO:0005737, GO:0006950, GO:0008152, GO:0009987, GO:0016209, GO:0016491, GO:0044464, GO:0050896",8.569273465,8.548262816,8.580857176,8.295004382,8.486200906,8.470248623,8.408186713,8.653587636,8.501452715,0.017240382,0.948163241,8.504555969,8.49834946,4.252277985,4.24917473,0.00620651,-0.00620651,0.948163241,0.948163241,0.998164659,0.998164659
NP_416669,psuT,putative nucleoside transporter,946671,"GO:0005215, GO:0005886, GO:0006810, GO:0009987, GO:0015931, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0051179",8.949391333,8.827682053,8.964271024,8.594447173,8.849792399,8.867774641,9.009497187,8.617158534,8.835001793,0.025925588,0.985633222,8.83605569,8.833947896,4.418027845,4.416973948,0.002107794,-0.002107794,0.985633222,0.985633222,0.998164659,0.998164659
NP_416716,alkB,oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions,946708,NA,8.626983056,8.636797461,8.479119664,8.643138941,8.531854035,8.654898741,8.686199869,8.886001923,8.643124211,0.016628522,0.33325177,8.689738642,8.596509781,4.344869321,4.29825489,0.093228861,-0.093228861,0.33325177,0.33325177,0.998164659,0.998164659
NP_415069,intD,DLP12 prophage; putative phage integrase,947162,"GO:0003676, GO:0003677, GO:0005488, GO:0005622, GO:0006139, GO:0006259, GO:0006310, GO:0008152, GO:0044238, NA",9.32725317,9.229438452,9.182676556,8.968626609,9.152947874,9.185673215,9.192651274,9.540122601,9.222423719,0.026105076,0.446947114,9.267848741,9.176998697,4.633924371,4.588499348,0.090850044,-0.090850044,0.446947114,0.446947114,0.998164659,0.998164659
NP_418571,efp,polyproline-specific translation elongation factor EF-P,948661,NA,9.078679144,9.065379086,9.169004246,9.214231243,8.944014937,9.30295129,9.290376065,9.310795614,9.171928953,0.019762683,0.440506798,9.212034477,9.13182343,4.606017238,4.565911715,0.080211047,-0.080211047,0.440506798,0.440506798,0.998164659,0.998164659
NP_415013,ushA,bifunctional UDP-sugar hydrolase/5'-nucleotidase,947331,"GO:0003824, GO:0006139, GO:0008081, GO:0008152, GO:0016787, GO:0016788, GO:0016791, GO:0019204, GO:0044238",8.100222002,7.780712198,7.764748643,7.040761951,7.768134779,7.464081322,7.98121036,7.125540844,7.628176512,0.12049016,0.731543296,7.584741826,7.671611199,3.792370913,3.835805599,-0.086869372,0.086869372,0.731543296,0.731543296,0.998164659,0.998164659
NP_417409,cmtB,putative mannitol-specific enzyme IIA component of PTS,945125,NA,7.478110654,7.523966301,7.08759947,8.525344629,7.253451031,7.854869925,7.623059046,8.195862778,7.692782979,0.18495546,0.80319707,7.731810695,7.653755263,3.865905347,3.826877632,0.078055431,-0.078055431,0.80319707,0.80319707,0.998164659,0.998164659
NP_416329,yoaD,"putative membrane-anchored cyclic-di-GMP phosphodiesterase, regulator of cellulose production",946336,NA,8.192586008,8.376317073,8.346692671,8.592372302,8.135981957,8.488162879,8.397281027,8.583211037,8.389075619,0.028752255,0.844739623,8.401159225,8.376992013,4.200579613,4.188496007,0.024167212,-0.024167212,0.844739623,0.844739623,0.998164659,0.998164659
NP_415906,paaA,"ring 1,2-phenylacetyl-CoA epoxidase subunit",945833,"GO:0005622, GO:0005737, GO:0005829, GO:0008152, GO:0009056, GO:0009987, GO:0044464, GO:0050896",9.010613824,9.160308374,8.980166603,9.030328487,8.941822621,9.124494363,9.212043166,9.25198148,9.088969865,0.015822545,0.352338649,9.132585408,9.045354322,4.566292704,4.522677161,0.087231086,-0.087231086,0.352338649,0.352338649,0.998164659,0.998164659
NP_416034,lsrF,putative autoinducer-2 (AI-2) aldolase,946071,NA,8.419122611,8.431903558,8.347307625,8.429785296,8.2427159,8.263831776,8.499420684,8.557476154,8.39894545,0.016550691,0.86286237,8.390861128,8.407029772,4.195430564,4.203514886,-0.016168644,0.016168644,0.86286237,0.86286237,0.998164659,0.998164659
NP_417532,ttdR,transcriptional activator of ttdABT,947562,NA,8.484402285,8.423869851,8.446800858,8.292089721,8.514272206,8.163068255,8.379073749,8.345654858,8.381153973,0.01669345,0.51925413,8.350517267,8.411790679,4.175258633,4.205895339,-0.061273412,0.061273412,0.51925413,0.51925413,0.998164659,0.998164659
NP_415177,ybeQ,Sel1 family TPR-like repeat protein,945251,,8.834390356,8.840611021,8.852668954,9.135623263,8.524207448,8.88113889,8.932608286,8.87116433,8.859051569,0.026254103,0.347558157,8.802279739,8.915823399,4.401139869,4.457911699,-0.11354366,0.11354366,0.347558157,0.347558157,0.998164659,0.998164659
NP_418505,mdtO,"membrane translocase (MDR) of MdtNOP efflux pump, PET family",948582,NA,9.316159025,9.389781832,9.542852692,9.080394095,9.607075305,8.970867013,9.188174704,8.860969077,9.244534218,0.055937312,0.321272909,9.156771525,9.332296911,4.578385762,4.666148455,-0.175525386,0.175525386,0.321272909,0.321272909,0.998164659,0.998164659
NP_418395,argH,argininosuccinate lyase,948463,"GO:0003824, GO:0005622, GO:0005737, GO:0005829, GO:0006520, GO:0006807, GO:0008152, GO:0008652, GO:0009058, GO:0009987, GO:0016829, GO:0044238, GO:0044464",9.76859393,9.456242968,9.713598174,9.091050858,9.873870444,9.449392636,9.361191649,9.409670195,9.515451357,0.0578343,0.926372617,9.523531231,9.507371483,4.761765615,4.753685741,0.016159748,-0.016159748,0.926372617,0.926372617,0.998164659,0.998164659
NP_416393,flhA,putative flagellar export pore protein,946390,"GO:0005215, GO:0005886, GO:0006810, GO:0009987, GO:0015031, GO:0022857, GO:0016020, GO:0044464, GO:0051179",7.924885771,7.906086217,7.874725859,8.143684041,7.912053918,8.092981966,8.059021348,8.106803445,8.00253032,0.015065237,0.378584537,8.042715169,7.962345472,4.021357585,3.981172736,0.080369697,-0.080369697,0.378584537,0.378584537,0.998164659,0.998164659
NP_418158,rpmH,50S ribosomal subunit protein L34,948216,NA,8.539210595,8.627324048,8.721602893,9.120695759,8.502576281,9.198107917,8.740993438,9.303676786,8.844273465,0.077066834,0.37271427,8.936338605,8.752208324,4.468169303,4.376104162,0.184130282,-0.184130282,0.37271427,0.37271427,0.998164659,0.998164659
NP_417983,kdgK,2-dehydro-3-deoxygluconokinase,948041,"GO:0003824, GO:0005975, GO:0005996, GO:0006139, GO:0008152, GO:0016301, GO:0016740, GO:0019200, GO:0019201, GO:0044238",8.6267809,8.600977975,8.728730618,9.025869536,8.668121258,8.932494424,8.847230849,8.964904424,8.799388748,0.025927863,0.36931743,8.853187739,8.745589757,4.426593869,4.372794879,0.107597981,-0.107597981,0.36931743,0.36931743,0.998164659,0.998164659
NP_417099,rimM,ribosome maturation factor,947101,NA,8.117854694,8.179334186,8.273876315,7.935101477,8.238554004,8.035080174,8.133931733,8.035080174,8.118601595,0.017335075,0.868331406,8.110661521,8.126541668,4.055330761,4.063270834,-0.015880147,0.015880147,0.868331406,0.868331406,0.998164659,0.998164659
NP_416433,fliC,flagellar filament structural protein (flagellin),949101,"GO:0005198, GO:0005576, GO:0009987",7.490812395,7.390105805,7.596312268,7.825886287,7.618209826,7.652190344,7.579428114,8.145523674,7.662308589,0.042607596,0.266092636,7.74883799,7.575779189,3.874418995,3.787889594,0.173058801,-0.173058801,0.266092636,0.266092636,0.998164659,0.998164659
NP_415107,cusA,"copper/silver efflux system, membrane component",945191,NA,8.729955677,8.713217215,8.640458772,8.751657752,8.493462014,9.044531893,8.820008803,8.820184818,8.751684618,0.025317149,0.465589852,8.794546882,8.708822354,4.397273441,4.354411177,0.085724528,-0.085724528,0.465589852,0.465589852,0.998164659,0.998164659
NP_416059,ydfZ,"selenoprotein, function unknown",948796,,8.635409052,8.697028269,8.567992038,8.600752106,8.765820554,8.489218258,8.744024692,8.673058084,8.646662882,0.0136627,0.617580957,8.668030397,8.625295366,4.334015199,4.312647683,0.042735031,-0.042735031,0.617580957,0.617580957,0.998164659,0.998164659
NP_416193,ldtE,"murein L,D-transpeptidase",946174,NA,8.537357916,8.666907217,8.726344871,8.704472213,8.627748582,8.381924283,8.444450235,8.25869645,8.543487721,0.017654474,0.036498508,8.428204887,8.658770554,4.214102444,4.329385277,-0.230565667,0.230565667,0.036498508,0.036498508,0.998164659,0.998164659
NP_416460,fliR,flagellar export pore protein,946464,NA,9.248246532,9.252255127,9.208029053,9.172138591,9.212356069,9.164667227,9.22058087,8.782634366,9.157613479,0.022520661,0.26861442,9.095059633,9.220167326,4.547529817,4.610083663,-0.125107693,0.125107693,0.26861442,0.26861442,0.998164659,0.998164659
NP_418148,dgoK,2-oxo-3-deoxygalactonate kinase,948207,,8.399659359,8.572736071,8.445816459,8.931332802,8.319795287,8.970823395,8.509317623,8.474590108,8.578008888,0.052901818,0.910725592,8.568631603,8.587386173,4.284315802,4.293693086,-0.01875457,0.01875457,0.910725592,0.910725592,0.998164659,0.998164659
NP_417830,frlB,fructoselysine-6-P-deglycase,947875,"GO:0003824, GO:0005975, GO:0006139, GO:0006464, GO:0006486, GO:0006796, GO:0006807, GO:0008152, GO:0008483, GO:0009058, GO:0009987, GO:0016740, GO:0019538, GO:0044238, NA",8.748119764,8.687950076,8.576432385,8.556126398,8.820836824,8.69796986,8.796036878,8.666841431,8.693789202,0.012024907,0.215663726,8.745421248,8.642157156,4.372710624,4.321078578,0.103264092,-0.103264092,0.215663726,0.215663726,0.998164659,0.998164659
NP_416913,pdxK,pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase,946881,"GO:0003824, GO:0005622, GO:0005737, GO:0005829, GO:0006732, GO:0006766, GO:0006796, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016301, GO:0016740, GO:0044464",8.870714676,8.939325688,8.907087735,9.162522068,8.873240321,8.974517265,8.879433923,9.014474021,8.952664462,0.014787464,0.697640472,8.935416382,8.969912542,4.467708191,4.484956271,-0.034496159,0.034496159,0.697640472,0.697640472,0.998164659,0.998164659
NP_416292,msrB,methionine sulfoxide reductase B,947188,"GO:0003824, GO:0006464, GO:0006950, GO:0008152, GO:0016491, GO:0019538, GO:0044238, GO:0050896",7.543397705,7.547051725,7.4869845,7.680356222,7.468748591,7.798634848,7.726282611,7.738845958,7.62378777,0.016769395,0.227173664,7.683128002,7.564447538,3.841564001,3.782223769,0.118680464,-0.118680464,0.227173664,0.227173664,0.998164659,0.998164659
NP_415099,ybcH,PRK09936 family protein,945186,,8.880324162,8.750779038,8.839437944,8.894225089,8.600256134,8.883207462,9.02221844,8.898963427,8.846176462,0.019389934,0.921567138,8.851161366,8.841191558,4.425580683,4.420595779,0.009969808,-0.009969808,0.921567138,0.921567138,0.998164659,0.998164659
NP_418005,tag,"3-methyl-adenine DNA glycosylase I, constitutive",947137,NA,8.716455793,8.752606336,8.711833183,8.266830851,8.437797003,8.947211109,8.606902843,8.512590608,8.619028466,0.04199463,0.924115069,8.626125391,8.611931541,4.313062695,4.305965771,0.014193849,-0.014193849,0.924115069,0.924115069,0.998164659,0.998164659
NP_416360,yebE,DUF533 family inner membrane protein,946355,,8.818580996,8.999057248,8.990859449,9.056273186,8.834270994,9.018198938,8.997846716,8.96450736,8.959949361,0.013175254,0.881124253,8.953706002,8.96619272,4.476853001,4.48309636,-0.012486717,0.012486717,0.881124253,0.881124253,0.998164659,0.998164659
NP_417454,glcC,glycolate-inducible glc operon transcriptional repressor; autorepressor,947466,"GO:0003824, GO:0006520, GO:0006778, GO:0006807, GO:0008152, GO:0008483, GO:0016740, GO:0044238",8.255145219,8.260964025,8.214114663,8.165270816,8.352313663,8.233374735,8.22792801,8.290296839,8.249925996,0.009172985,0.461375011,8.275978312,8.223873681,4.137989156,4.11193684,0.052104631,-0.052104631,0.461375011,0.461375011,0.998164659,0.998164659
NP_418400,trmA,"tRNA m(5)U54 methyltransferase, SAM-dependent; tmRNA m(5)U341 methyltransferase",947143,"GO:0003676, GO:0003824, GO:0005488, GO:0006139, GO:0008152, GO:0008168, GO:0008173, GO:0016740, GO:0044238",9.175164847,9.432332113,9.405105969,9.439850535,9.206181044,9.474223029,9.441570184,9.53579409,9.388777726,0.019626364,0.616842275,9.414442087,9.363113366,4.707221043,4.681556683,0.051328721,-0.051328721,0.616842275,0.616842275,0.998164659,0.998164659
NP_414644,zapD,FtsZ stabilizer,944873,"GO:0000003, GO:0000910, GO:0007049, GO:0009987, GO:0044464",9.619752505,9.685388409,9.706556261,9.3387948,9.650395618,9.58480336,9.785243199,9.083220914,9.556769383,0.048349736,0.700700672,9.525915773,9.587622994,4.762957886,4.793811497,-0.061707221,0.061707221,0.700700672,0.700700672,0.998164659,0.998164659
NP_415219,potE,putrescine/proton symporter: putrescine/ornithine antiporter,945422,"GO:0005215, GO:0005886, GO:0006810, GO:0006811, GO:0006820, GO:0006865, GO:0009987, GO:0015171, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0051179",8.620479992,8.619448186,8.661841645,9.05057581,8.579797025,8.927951055,8.7035161,9.134366684,8.787247062,0.04204186,0.514725913,8.836407716,8.738086408,4.418203858,4.369043204,0.098321308,-0.098321308,0.514725913,0.514725913,0.998164659,0.998164659
